"","year","school","conference","division","Jersey","Player","Yr","Pos","GP","GS","BA","OBPct","SlgPct","R","AB","H","2B","3B","TB","HR","RBI","BB","HBP","SF","SH","K","DP","CS","Picked","SB","RBI2out","teamid","conference_id"
"1",2016,"Cincinnati","AAC",1,"10","Wallace, Woody","Sr","C","57","57",0.221,0.283,0.341,20,"208",46,7,NA,NA,6,21,15,4,3,5,48,4,2,NA,6,NA,140,823
"2",2016,"Cincinnati","AAC",1,"18","McVey, Connor","So","INF","57","57",0.292,0.379,0.42,35,"212",62,15,NA,NA,4,27,19,11,1,6,26,3,2,NA,27,NA,140,823
"3",2016,"Cincinnati","AAC",1,"14","Noda, Ryan","So","OF","56","56",0.25,0.341,0.423,22,"196",49,8,4,NA,6,34,23,6,4,2,51,4,3,NA,7,NA,140,823
"4",2016,"Cincinnati","AAC",1,"4","Mottice, Kyle","So","INF","55","54",0.278,0.329,0.351,28,"205",57,3,3,NA,2,18,15,1,1,3,28,NA,8,NA,13,NA,140,823
"5",2016,"Cincinnati","AAC",1,"29","Thompson, R.J.","Jr","OF","54","50",0.233,0.319,0.283,25,"180",42,6,NA,NA,1,12,18,5,1,3,24,4,7,NA,10,NA,140,823
"6",2016,"Cincinnati","AAC",1,"17","Haberkorn, Treg","So","OF","54","53",0.264,0.367,0.396,25,"182",48,7,4,NA,3,20,20,11,2,8,55,2,1,NA,14,NA,140,823
"7",2016,"Cincinnati","AAC",1,"2","Rodriguez, Manny","So","INF","51","51",0.219,0.283,0.305,16,"187",41,9,2,NA,1,19,14,3,1,2,38,3,5,NA,7,NA,140,823
"8",2016,"Cincinnati","AAC",1,"5","Augustine, Vince","Fr","OF","42","34",0.177,0.209,0.274,9,"124",22,4,1,NA,2,10,5,NA,NA,NA,49,3,1,NA,2,NA,140,823
"9",2016,"Cincinnati","AAC",1,"8","Wenzel, Devin","Sr","INF","31","20",0.241,0.318,0.354,6,"79",19,4,1,NA,1,7,8,1,NA,1,17,2,NA,NA,2,NA,140,823
"10",2016,"Cincinnati","AAC",1,"13","Alldred, Cam","Fr","P","30","25",0.241,0.359,0.287,12,"87",21,2,1,NA,NA,4,16,NA,NA,NA,27,NA,NA,NA,1,NA,140,823
"11",2016,"Cincinnati","AAC",1,"38","Murphy, Cole","Fr","INF","29","24",0.145,0.237,0.325,7,"83",12,3,NA,NA,4,9,8,2,NA,NA,43,1,1,NA,1,NA,140,823
"12",2016,"Cincinnati","AAC",1,"20","Bumpass, A.J.","Fr","OF","26","22",0.172,0.258,0.31,10,"87",15,2,2,NA,2,10,9,1,NA,NA,29,2,2,NA,6,NA,140,823
"13",2016,"Cincinnati","AAC",1,"21","Yoakam, Jarod","So","P","26","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,823
"14",2016,"Cincinnati","AAC",1,"7","Thomas, Joey","So","C","19","9",0.209,0.227,0.256,2,"43",9,2,NA,NA,NA,6,1,NA,NA,NA,16,1,NA,NA,1,NA,140,823
"15",2016,"Cincinnati","AAC",1,"34","Kullman, A.J.","Fr","P","19","3",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,823
"16",2016,"Cincinnati","AAC",1,"46","Orndorff, David","So","P","18","12",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,823
"17",2016,"Cincinnati","AAC",1,"11","Zellner, Andrew","Jr","P","15","15",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,823
"18",2016,"Cincinnati","AAC",1,"28","Perez, J.T.","So","P","14","13",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,823
"19",2016,"Cincinnati","AAC",1,"22","Olasz, A.J.","So","P","13","7",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,823
"20",2016,"Cincinnati","AAC",1,"41","Colvin, Clayton","Fr","P","12","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,823
"21",2016,"Cincinnati","AAC",1,"16","Ross, Cameron","So","P","9","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,823
"22",2016,"Cincinnati","AAC",1,"23","Lowe II, Doug","Fr","P","8","1",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,823
"23",2016,"Cincinnati","AAC",1,"33","Lehnen, Dalton","So","P","8","1",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,823
"24",2016,"Cincinnati","AAC",1,"32","Cleary, Colton","Jr","P","8","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,823
"25",2016,"Cincinnati","AAC",1,"25","Gang, Chris","Fr","P","8","1",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,823
"26",2016,"Cincinnati","AAC",1,"43","Bergren, Jack","Fr","P","6","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,823
"27",2016,"Cincinnati","AAC",1,"30","Jarrett, Cal","Fr","P","5","1",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,823
"28",2016,"Cincinnati","AAC",1,"45","Hammans, Tristan","So","P","4","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,823
"29",2016,"Cincinnati","AAC",1,"35","DeAnna, Mason","Fr","C","3","2",0,0.143,0,1,"6",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,NA,NA,NA,NA,140,823
"30",2016,"Cincinnati","AAC",1,"42","Zoukis, Garrett","Fr","INF","2","1",0,0.2,0,NA,"4",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,140,823
"31",2016,"Cincinnati","AAC",1,"24","Patishall, Mitch","Sr","P","2","1",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,823
"32",2016,"Cincinnati","AAC",1,"19","Bettcher, Ryan","Fr","P","1","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,823
"33",2016,"Cincinnati","AAC",1,"-","Totals","-","-","-","-",0.235,0.313,0.344,218,"1,883",443,72,18,NA,32,197,173,45,13,30,457,30,32,NA,97,NA,140,823
"34",2016,"Cincinnati","AAC",1,"-","Opponent Totals","-","-","-","-",0.257,0.34,0.374,252,"1,881",484,83,14,NA,36,232,192,58,25,50,312,54,30,NA,46,NA,140,823
"1",2016,"East Carolina","AAC",1,"2","Brooks, Garrett","Sr","OF","62","48",0.308,0.374,0.42,29,"169",52,14,1,NA,1,20,15,4,2,6,32,3,3,NA,6,NA,196,823
"2",2016,"East Carolina","AAC",1,"3","Yorgen, Charlie","Jr","INF","62","62",0.262,0.346,0.326,33,"233",61,12,NA,NA,1,22,24,7,2,14,31,3,3,NA,6,NA,196,823
"3",2016,"East Carolina","AAC",1,"25","Tyler, Eric","Jr","OF","62","62",0.306,0.381,0.426,37,"242",74,14,NA,NA,5,36,19,11,1,4,34,8,3,NA,9,NA,196,823
"4",2016,"East Carolina","AAC",1,"19","Watkins, Travis","Jr","C","61","61",0.326,0.407,0.476,43,"233",76,14,NA,NA,7,44,29,6,5,NA,40,16,2,NA,3,NA,196,823
"5",2016,"East Carolina","AAC",1,"6","Lamm, Parker","Sr","OF","60","57",0.287,0.332,0.321,28,"237",68,6,1,NA,NA,28,13,4,2,9,27,7,3,NA,12,NA,196,823
"6",2016,"East Carolina","AAC",1,"26","Harman, Bryce","Jr","1B","60","53",0.242,0.379,0.376,27,"178",43,8,2,NA,4,25,30,12,4,NA,48,7,1,NA,2,NA,196,823
"7",2016,"East Carolina","AAC",1,"8","Brown, Turner","Fr","INF","60","58",0.281,0.379,0.352,28,"199",56,5,NA,NA,3,34,21,11,1,10,32,4,3,NA,9,NA,196,823
"8",2016,"East Carolina","AAC",1,"1","Williams-Sutton, Dwanya","Fr","OF","56","55",0.354,0.451,0.545,31,"178",63,11,4,NA,5,27,26,7,2,NA,47,7,5,NA,7,NA,196,823
"9",2016,"East Carolina","AAC",1,"9","Morgan, Kirk","Jr","INF","54","26",0.299,0.364,0.342,9,"117",35,5,NA,NA,NA,19,8,4,NA,3,14,6,1,NA,2,NA,196,823
"10",2016,"East Carolina","AAC",1,"14","Nelson, Jeff","Sr","OF","53","23",0.25,0.418,0.368,21,"76",19,4,1,NA,1,5,14,8,NA,NA,21,3,1,NA,8,NA,196,823
"11",2016,"East Carolina","AAC",1,"37","Bolka, Luke","Jr","P","43","26",0.317,0.4,0.463,13,"82",26,3,NA,NA,3,12,10,2,1,NA,28,2,NA,NA,3,NA,196,823
"12",2016,"East Carolina","AAC",1,"28","Lanier, Sam","Fr","P","34","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,823
"13",2016,"East Carolina","AAC",1,"38","Mozingo, Zack","Jr","P","33","18",0.243,0.356,0.365,9,"74",18,3,NA,NA,2,12,11,2,NA,NA,19,3,NA,NA,NA,NA,196,823
"14",2016,"East Carolina","AAC",1,"10","Lloyd, Brady","Fr","INF","33","0",0.333,0.385,0.5,8,"12",4,2,NA,NA,NA,1,1,NA,NA,NA,2,NA,1,NA,2,NA,196,823
"15",2016,"East Carolina","AAC",1,"36","Ingle, Joe","So","P","32","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,823
"16",2016,"East Carolina","AAC",1,"7","Phillips, Wesley","Jr","INF","29","7",0.079,0.122,0.184,7,"38",3,1,NA,NA,1,5,1,1,1,1,9,1,NA,NA,1,NA,196,823
"17",2016,"East Carolina","AAC",1,"27","Bridges, Matt","Fr","P","28","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,823
"18",2016,"East Carolina","AAC",1,"11","Holba, Chris","Fr","P","25","1",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,823
"19",2016,"East Carolina","AAC",1,"35","Kruczynski, Evan","Jr","P","19","19",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,823
"20",2016,"East Carolina","AAC",1,"43","Boyd, Jimmy","Sr","P","18","16",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,823
"21",2016,"East Carolina","AAC",1,"33","Wolfe, Jacob","Jr","P","18","18",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,823
"22",2016,"East Carolina","AAC",1,"31","Durazo, Nick","Sr","P","14","4",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,823
"23",2016,"East Carolina","AAC",1,"30","Littlefield, Ryan","Jr","1B","14","0",0.267,0.267,0.4,2,"15",4,NA,1,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,196,823
"24",2016,"East Carolina","AAC",1,"12","Kirkpatrick, Davis","So","P","14","3",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,823
"25",2016,"East Carolina","AAC",1,"44","Voliva, Evan","So","P","12","1",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,823
"26",2016,"East Carolina","AAC",1,"17","Brady, Denny","Fr","P","12","1",NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,823
"27",2016,"East Carolina","AAC",1,"39","Colmore, Cam","Fr","P","8","1",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,823
"28",2016,"East Carolina","AAC",1,"5","Ford, Kendall","Jr","INF","6","0",0,0.25,0,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,196,823
"29",2016,"East Carolina","AAC",1,"24","Dirden, Justin","Fr","OF","3","0",0,0,0,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,196,823
"30",2016,"East Carolina","AAC",1,"-","Totals","-","-","-","-",0.288,0.375,0.394,326,"2,088",602,102,10,NA,33,292,224,79,22,47,390,70,26,NA,70,NA,196,823
"31",2016,"East Carolina","AAC",1,"-","Opponent Totals","-","-","-","-",0.249,0.337,0.346,258,"2,081",518,97,7,NA,30,235,206,77,16,40,464,50,24,NA,33,NA,196,823
"1",2016,"Houston","AAC",1,"44","Davis, Joe","Fr","1B","59","58",0.331,0.383,0.577,33,"239",79,17,NA,NA,14,58,15,7,3,NA,22,9,NA,NA,NA,NA,288,823
"2",2016,"Houston","AAC",1,"20","Montemayor, Justin","Sr","INF","59","59",0.251,0.362,0.367,19,"199",50,7,2,NA,4,33,28,10,6,3,50,4,NA,NA,2,NA,288,823
"3",2016,"Houston","AAC",1,"5","Hollis, Connor","So","INF","59","58",0.293,0.375,0.348,27,"181",53,6,2,NA,NA,16,17,8,2,7,22,9,3,NA,2,NA,288,823
"4",2016,"Houston","AAC",1,"10","Wong, Connor","So","INF","59","59",0.304,0.415,0.435,52,"230",70,13,1,NA,5,30,43,1,1,1,44,2,2,NA,9,NA,288,823
"5",2016,"Houston","AAC",1,"24","Julks, Corey","So","INF","55","54",0.332,0.409,0.439,34,"196",65,10,1,NA,3,28,25,2,2,2,34,5,2,NA,10,NA,288,823
"6",2016,"Houston","AAC",1,"4","Taylor, Zac","So","OF","54","47",0.25,0.354,0.333,23,"156",39,4,NA,NA,3,14,14,11,NA,4,18,NA,4,NA,20,NA,288,823
"7",2016,"Houston","AAC",1,"2","Pyeatt, Michael","Sr","OF","50","45",0.284,0.347,0.335,21,"176",50,5,2,NA,NA,10,11,6,NA,7,23,1,1,NA,NA,NA,288,823
"8",2016,"Houston","AAC",1,"31","Campbell, Jacob","Sr","C","48","37",0.243,0.298,0.354,22,"144",35,3,2,NA,3,25,11,2,4,1,29,3,2,NA,1,NA,288,823
"9",2016,"Houston","AAC",1,"12","Reyes, Jose","Jr","SS","42","36",0.207,0.31,0.24,20,"121",25,2,1,NA,NA,13,16,3,2,2,19,3,1,NA,NA,NA,288,823
"10",2016,"Houston","AAC",1,"8","Vidales, Josh","Sr","INF","41","39",0.229,0.293,0.299,13,"144",33,6,2,NA,NA,14,11,2,NA,5,13,7,3,NA,3,NA,288,823
"11",2016,"Houston","AAC",1,"7","Casey, Clay","So","OF","41","28",0.224,0.309,0.411,14,"107",24,5,NA,NA,5,18,13,1,2,NA,38,2,1,NA,8,NA,288,823
"12",2016,"Houston","AAC",1,"1","Grilli, Robert","Sr","INF","33","4",0.107,0.167,0.107,4,"28",3,NA,NA,NA,NA,NA,2,NA,NA,3,7,NA,2,NA,3,NA,288,823
"13",2016,"Houston","AAC",1,"36","Hernandez, Nick","Jr","P","29","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,823
"14",2016,"Houston","AAC",1,"28","Maxwell, Bubba","Sr","P","19","1",0,0,0,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,288,823
"15",2016,"Houston","AAC",1,"18","Padgett, Grayson","Fr","OF","19","1",0.3,0.333,0.35,4,"20",6,1,NA,NA,NA,2,1,NA,NA,NA,5,NA,NA,NA,1,NA,288,823
"16",2016,"Houston","AAC",1,"42","King, John","Jr","P","17","10",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,823
"17",2016,"Houston","AAC",1,"13","Lantrip, Andrew","Jr","P","15","14",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,823
"18",2016,"Houston","AAC",1,"21","Romero, Seth","So","P","15","13",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,823
"19",2016,"Houston","AAC",1,"29","Cumbie, Trey","Fr","P","15","5",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,823
"20",2016,"Houston","AAC",1,"45","Ullom, Mitch","Fr","P","14","12",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,823
"21",2016,"Houston","AAC",1,"26","Lawson, Tanner","Fr","P","12","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,823
"22",2016,"Houston","AAC",1,"19","Morris, Caleb","Fr","OF","11","2",0.182,0.308,0.182,1,"11",2,NA,NA,NA,NA,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,288,823
"23",2016,"Houston","AAC",1,"27","Dickerson, Derek","So","INF","8","1",0.111,0.111,0.222,1,"9",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,288,823
"24",2016,"Houston","AAC",1,"17","Stading, Jordan","Jr","INF","5","1",0,0.167,0,NA,"5",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,288,823
"25",2016,"Houston","AAC",1,"14","Kasowski, Marshall","Jr","P","4","4",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,823
"26",2016,"Houston","AAC",1,"47","Fletcher, Aaron","So","P","4","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,823
"27",2016,"Houston","AAC",1,"15","Reed, Chris","So","P","4","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,823
"28",2016,"Houston","AAC",1,"32","Wingate, Allonte","Fr","2B","4","0",0,0.4,0,NA,"3",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,288,823
"29",2016,"Houston","AAC",1,"34","Jackson, Nathan","Jr","P","4","0",0,0,0,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,288,823
"30",2016,"Houston","AAC",1,"40","Bond, Nolan","Fr","P","4","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,823
"31",2016,"Houston","AAC",1,"23","Marucci, Gino","So","OF","3","1",0.2,0.2,0.2,NA,"5",1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,288,823
"32",2016,"Houston","AAC",1,"35","Tauzin, Jon","Jr","C","2","1",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,823
"33",2016,"Houston","AAC",1,"37","Kinzy, Jud","Jr","P","1","0",NA,NA,NA,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,823
"34",2016,"Houston","AAC",1,"-","Totals","-","-","-","-",0.271,0.354,0.381,289,"1,976",536,80,13,NA,37,261,211,54,22,36,336,45,21,NA,59,NA,288,823
"35",2016,"Houston","AAC",1,"-","Opponent Totals","-","-","-","-",0.226,0.279,0.306,197,"1,918",433,49,9,NA,29,173,114,33,12,30,475,50,29,NA,52,NA,288,823
"1",2016,"Memphis","AAC",1,"9","Little, Jake","Sr","OF","61","61",0.301,0.384,0.41,37,"229",69,14,1,NA,3,29,23,9,2,4,37,6,3,NA,13,NA,404,823
"2",2016,"Memphis","AAC",1,"3","Grudzielanek, Brandon","Jr","INF","61","61",0.292,0.321,0.373,39,"236",69,8,1,NA,3,32,11,NA,2,3,47,10,4,NA,10,NA,404,823
"3",2016,"Memphis","AAC",1,"13","Carrier, Chris","Jr","OF","60","55",0.28,0.351,0.467,45,"214",60,16,3,NA,6,38,10,14,1,1,48,2,1,NA,15,NA,404,823
"4",2016,"Memphis","AAC",1,"12","Schritenthal, Zach","Jr","INF","60","60",0.261,0.342,0.378,26,"241",63,15,5,NA,1,33,20,11,3,6,31,6,7,NA,11,NA,404,823
"5",2016,"Memphis","AAC",1,"36","Turner, Trent","Jr","INF","57","43",0.246,0.34,0.365,23,"167",41,12,1,NA,2,21,15,9,NA,NA,50,7,1,NA,2,NA,404,823
"6",2016,"Memphis","AAC",1,"10","Tubbs, Darien","Jr","OF","57","57",0.304,0.379,0.441,40,"227",69,12,5,NA,3,24,26,2,1,7,30,4,2,NA,22,NA,404,823
"7",2016,"Memphis","AAC",1,"2","Elliott, Jacob","So","INF","53","46",0.269,0.32,0.379,22,"182",49,8,NA,NA,4,30,13,2,3,3,37,5,4,NA,6,NA,404,823
"8",2016,"Memphis","AAC",1,"8","Neel, Colton","Fr","OF","48","16",0.183,0.284,0.324,8,"71",13,2,1,NA,2,10,9,1,NA,NA,19,3,1,NA,NA,NA,404,823
"9",2016,"Memphis","AAC",1,"1","Overbey, Jake","Sr","INF","48","45",0.195,0.291,0.26,15,"123",24,5,NA,NA,1,19,13,4,1,8,29,1,1,NA,3,NA,404,823
"10",2016,"Memphis","AAC",1,"4","DeMatteo, Damo","Sr","C","45","32",0.111,0.221,0.123,5,"81",9,1,NA,NA,NA,5,10,2,2,5,22,2,1,NA,NA,NA,404,823
"11",2016,"Memphis","AAC",1,"24","Bowman, Andy","Jr","1B","44","30",0.236,0.364,0.33,11,"106",25,5,1,NA,1,10,21,1,1,NA,18,3,1,NA,NA,NA,404,823
"12",2016,"Memphis","AAC",1,"16","Santana, Jason","Fr","C","43","22",0.1,0.197,0.15,10,"60",6,3,NA,NA,NA,8,8,NA,3,2,19,2,NA,NA,NA,NA,404,823
"13",2016,"Memphis","AAC",1,"22","Chafin, Corey","Sr","C","37","20",0.229,0.297,0.241,3,"83",19,1,NA,NA,NA,8,4,4,NA,1,15,5,NA,NA,1,NA,404,823
"14",2016,"Memphis","AAC",1,"30","McNickle, Trey","Sr","P","30","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,823
"15",2016,"Memphis","AAC",1,"42","Crosby, Drew","So","P","28","1",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,823
"16",2016,"Memphis","AAC",1,"29","Blackwood, Nolan","Jr","P","27","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,823
"17",2016,"Memphis","AAC",1,"18","Hicks, Alex","Fr","P","17","2",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,823
"18",2016,"Memphis","AAC",1,"7","Williams, Carlos","So","OF","17","1",0.111,0.2,0.111,5,"9",1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,NA,2,NA,404,823
"19",2016,"Memphis","AAC",1,"5","Alexander, Connor","So","P","16","12",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,823
"20",2016,"Memphis","AAC",1,"25","Bowlan, Jonathan","Fr","P","15","11",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,823
"21",2016,"Memphis","AAC",1,"33","Hathcock, Colton","So","P","15","14",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,823
"22",2016,"Memphis","AAC",1,"28","Ferguson, Matt","Sr","P","14","14",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,823
"23",2016,"Memphis","AAC",1,"19","Muse, James","Fr","P","13","5",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,823
"24",2016,"Memphis","AAC",1,"35","Smith, Alex","Fr","OF","11","0",0,0,0,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,404,823
"25",2016,"Memphis","AAC",1,"23","Cruse, Bryan","Fr","P","11","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,823
"26",2016,"Memphis","AAC",1,"20","Smith, Hunter","Fr","P","10","2",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,823
"27",2016,"Memphis","AAC",1,"21","Duncan, Cody","Fr","INF","9","0",0,0,0,3,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,404,823
"28",2016,"Memphis","AAC",1,"14","Sutton, Trevor","So","P","7","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,823
"29",2016,"Memphis","AAC",1,"15","Vuncannon, Dylan","Jr","C","3","0",0,0.25,0,NA,"3",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,404,823
"30",2016,"Memphis","AAC",1,"44","Drabik, Blake","Jr","P","1","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,823
"31",2016,"Memphis","AAC",1,"17","Garner, Ryan","Jr","P","1","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,823
"32",2016,"Memphis","AAC",1,"-","Totals","-","-","-","-",0.254,0.331,0.36,292,"2,036",517,102,18,NA,26,267,185,59,19,40,406,56,28,NA,85,NA,404,823
"33",2016,"Memphis","AAC",1,"-","Opponent Totals","-","-","-","-",0.274,0.361,0.389,358,"2,062",564,96,11,NA,40,312,241,53,24,36,374,60,23,NA,69,NA,404,823
"1",2016,"South Fla.","AAC",1,"27","Zech, Garrett","Fr","OF","57","57",0.249,0.342,0.305,28,"197",49,9,1,NA,NA,7,18,10,NA,16,76,NA,5,NA,19,NA,651,823
"2",2016,"South Fla.","AAC",1,"5","Montes, Coco","Fr","INF","56","56",0.218,0.287,0.264,19,"197",43,3,NA,NA,2,13,17,2,NA,9,49,5,1,NA,NA,NA,651,823
