"","year","school","conference","division","Jersey","Player","Yr","Pos","GP","GS","BA","OBPct","SlgPct","R","AB","H","2B","3B","TB","HR","RBI","BB","HBP","SF","SH","K","DP","CS","Picked","SB","RBI2out","teamid","conference_id"
"25",2016,"Oklahoma","Big 12",1,"13","Madden, Ryan","Fr","P","12","3",0,0,0,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,522,25354
"26",2016,"Oklahoma","Big 12",1,"6","Wagoner, Chandler","So","C","12","2",0.2,0.385,0.2,2,"10",2,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,522,25354
"27",2016,"Oklahoma","Big 12",1,"33","Elliott, Jake","Jr","P","12","10",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,25354
"28",2016,"Oklahoma","Big 12",1,"40","Berry, Connor","Fr","P","11","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,25354
"29",2016,"Oklahoma","Big 12",1,"23","Grove, Dylan","Fr","P","11","4",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,25354
"30",2016,"Oklahoma","Big 12",1,"21","Daniele, Alex","Jr","P","11","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,25354
"31",2016,"Oklahoma","Big 12",1,"29","Walbergh, Quin","So","INF","10","7",0.227,0.333,0.318,3,"22",5,2,NA,NA,NA,4,2,2,1,NA,4,2,NA,NA,NA,NA,522,25354
"32",2016,"Oklahoma","Big 12",1,"8","Frazier, Cameron","So","OF","8","0",0,0,0,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,522,25354
"33",2016,"Oklahoma","Big 12",1,"15","Tyler, Kyle","Fr","P","7","3",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,25354
"34",2016,"Oklahoma","Big 12",1,"20","Wright, Reggie","Jr","OF","4","0",0,0,0,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,522,25354
"35",2016,"Oklahoma","Big 12",1,"-","Totals","-","-","-","-",0.268,0.365,0.415,342,"1,911",513,104,18,NA,47,311,269,37,26,38,404,50,24,NA,56,NA,522,25354
"36",2016,"Oklahoma","Big 12",1,"-","Opponent Totals","-","-","-","-",0.265,0.366,0.366,287,"1,892",501,79,14,NA,28,257,255,56,15,39,432,53,23,NA,62,NA,522,25354
"1",2016,"Oklahoma St.","Big 12",1,"7","Benge, Garrett","So","INF","65","63",0.292,0.38,0.433,37,"240",70,16,3,NA,4,40,33,3,3,NA,47,4,1,NA,7,NA,521,25354
"2",2016,"Oklahoma St.","Big 12",1,"5","Walton, Donnie","Sr","INF","65","63",0.337,0.428,0.447,45,"246",83,16,1,NA,3,44,32,9,3,3,36,6,4,NA,14,NA,521,25354
"3",2016,"Oklahoma St.","Big 12",1,"28","Hassel, Corey","Sr","INF","65","65",0.282,0.356,0.448,47,"248",70,19,2,NA,6,39,21,9,3,21,61,8,10,NA,16,NA,521,25354
"4",2016,"Oklahoma St.","Big 12",1,"22","Williams, Dustin","Jr","INF","63","63",0.218,0.32,0.441,32,"220",48,5,1,NA,14,42,34,NA,2,NA,81,NA,2,NA,4,NA,521,25354
"5",2016,"Oklahoma St.","Big 12",1,"16","Theroux, Collin","Jr","C","62","59",0.163,0.312,0.292,28,"178",29,5,NA,NA,6,30,36,3,1,8,95,2,NA,NA,NA,NA,521,25354
"6",2016,"Oklahoma St.","Big 12",1,"13","Littell, Jon","So","OF","58","57",0.258,0.332,0.343,28,"198",51,9,1,NA,2,23,20,2,NA,8,43,4,2,NA,4,NA,521,25354
"7",2016,"Oklahoma St.","Big 12",1,"2","Davis, J.R.","Jr","INF","57","56",0.347,0.422,0.438,43,"219",76,13,2,NA,1,32,24,6,2,5,24,8,4,NA,9,NA,521,25354
"8",2016,"Oklahoma St.","Big 12",1,"8","Sluder, Ryan","Jr","OF","53","51",0.197,0.278,0.322,31,"183",36,9,1,NA,4,18,15,6,1,10,47,5,1,NA,7,NA,521,25354
"9",2016,"Oklahoma St.","Big 12",1,"3","McCain, Garrett","So","OF","43","21",0.203,0.385,0.243,22,"74",15,3,NA,NA,NA,6,17,5,NA,3,18,2,2,NA,11,NA,521,25354
"10",2016,"Oklahoma St.","Big 12",1,"24","Costello, Conor","Sr","P","37","28",0.351,0.447,0.595,16,"111",39,10,1,NA,5,31,17,3,1,NA,26,1,2,NA,4,NA,521,25354
"11",2016,"Oklahoma St.","Big 12",1,"37","Buffett, Tyler","Jr","P","37","5",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,25354
"12",2016,"Oklahoma St.","Big 12",1,"4","Chappell, Jacob","So","INF","36","11",0.19,0.255,0.19,3,"42",8,NA,NA,NA,NA,4,4,NA,1,5,12,1,NA,NA,2,NA,521,25354
"13",2016,"Oklahoma St.","Big 12",1,"44","Rosa, Andrew","So","INF","33","15",0.257,0.388,0.286,12,"70",18,2,NA,NA,NA,11,10,5,NA,1,14,1,2,NA,3,NA,521,25354
"14",2016,"Oklahoma St.","Big 12",1,"18","Simpson, Colin","Fr","C","32","17",0.212,0.302,0.341,15,"85",18,3,1,NA,2,9,10,1,NA,NA,31,NA,NA,NA,NA,NA,521,25354
"15",2016,"Oklahoma St.","Big 12",1,"25","Cobb, Trey","Jr","P","30","18",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,25354
"16",2016,"Oklahoma St.","Big 12",1,"45","Hatch, Thomas","So","P","24","24",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,25354
"17",2016,"Oklahoma St.","Big 12",1,"30","Reed, Remey","Jr","P","24","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,25354
"18",2016,"Oklahoma St.","Big 12",1,"43","Battenfield, Blake","So","P","24","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,25354
"19",2016,"Oklahoma St.","Big 12",1,"27","Mertz, Michael","Jr","P","23","7",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,25354
"20",2016,"Oklahoma St.","Big 12",1,"6","Petrino, David","Sr","INF","21","5",0.146,0.217,0.195,4,"41",6,2,NA,NA,NA,3,2,2,1,NA,5,1,1,NA,NA,NA,521,25354
"21",2016,"Oklahoma St.","Big 12",1,"34","Elliott, Jensen","Fr","P","17","17",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,25354
"22",2016,"Oklahoma St.","Big 12",1,"19","Teel, Carson","Fr","P","17","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,25354
"23",2016,"Oklahoma St.","Big 12",1,"46","Lienhard, Joe","Fr","P","15","2",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,25354
"24",2016,"Oklahoma St.","Big 12",1,"15","Williams, Garrett","Jr","P","14","1",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,25354
"25",2016,"Oklahoma St.","Big 12",1,"39","Hackerott, Alex","Sr","P","12","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,25354
"26",2016,"Oklahoma St.","Big 12",1,"42","Cowan, Jake","So","P","7","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,25354
"27",2016,"Oklahoma St.","Big 12",1,"36","Simpson, Max","So","P","3","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,25354
"28",2016,"Oklahoma St.","Big 12",1,"32","Leeper, Ben","Fr","P","2","2",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,25354
"29",2016,"Oklahoma St.","Big 12",1,"38","Gallo, Nick","Jr","INF","2","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,25354
"30",2016,"Oklahoma St.","Big 12",1,"31","Wilson, Matt","So","P","1","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,25354
"31",2016,"Oklahoma St.","Big 12",1,"-","Totals","-","-","-","-",0.263,0.358,0.393,363,"2,155",567,112,13,NA,47,332,275,54,18,64,540,43,31,NA,81,NA,521,25354
"32",2016,"Oklahoma St.","Big 12",1,"-","Opponent Totals","-","-","-","-",0.24,0.332,0.312,247,"2,146",515,76,8,NA,21,224,255,50,16,40,574,74,18,NA,39,NA,521,25354
"1",2016,"TCU","Big 12",1,"19","Baker, Luken","Fr","INF","67","67",0.379,0.483,0.577,59,"248",94,16,NA,NA,11,62,45,5,NA,NA,39,7,NA,NA,1,NA,698,25354
"2",2016,"TCU","Big 12",1,"7","Watson, Josh","Fr","OF","67","67",0.28,0.398,0.506,52,"243",68,12,5,NA,11,44,43,6,2,NA,65,11,3,NA,12,NA,698,25354
"3",2016,"TCU","Big 12",1,"10","Steinhagen, Dane","Sr","OF","67","67",0.313,0.379,0.502,49,"243",76,20,1,NA,8,51,24,3,2,NA,51,9,3,NA,12,NA,698,25354
"4",2016,"TCU","Big 12",1,"3","Barzilli, Elliott","Jr","INF","67","67",0.339,0.418,0.518,44,"251",85,16,4,NA,7,48,30,8,5,NA,32,6,2,NA,14,NA,698,25354
"5",2016,"TCU","Big 12",1,"4","Warner, Cam","Jr","INF","66","65",0.3,0.346,0.431,47,"283",85,17,1,NA,6,43,19,2,2,NA,55,8,3,NA,10,NA,698,25354
"6",2016,"TCU","Big 12",1,"9","Skoug, Evan","So","C","65","64",0.301,0.39,0.502,54,"249",75,21,1,NA,9,51,34,4,3,NA,47,4,NA,NA,7,NA,698,25354
"7",2016,"TCU","Big 12",1,"8","Wade, Austen","So","OF","64","58",0.286,0.434,0.359,50,"217",62,11,1,NA,1,27,57,2,3,1,41,2,3,NA,13,NA,698,25354
"8",2016,"TCU","Big 12",1,"16","Wanhanen, Connor","So","OF","55","53",0.231,0.327,0.29,39,"186",43,7,2,NA,NA,23,20,7,1,1,32,10,1,NA,9,NA,698,25354
"9",2016,"TCU","Big 12",1,"5","Merrill, Ryan","Jr","INF","53","51",0.298,0.353,0.41,31,"178",53,9,4,NA,1,25,17,1,5,NA,31,5,4,NA,11,NA,698,25354
"10",2016,"TCU","Big 12",1,"13","Landestoy, Michael","So","INF","44","15",0.29,0.346,0.362,13,"69",20,NA,1,NA,1,14,5,2,2,1,12,4,1,NA,1,NA,698,25354
"11",2016,"TCU","Big 12",1,"20","Guillory, Preston","Sr","P","28","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,25354
"12",2016,"TCU","Big 12",1,"17","Burnett, Ryan","So","P","27","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,25354
"13",2016,"TCU","Big 12",1,"15","Feltman, Durbin","Fr","P","27","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,25354
"14",2016,"TCU","Big 12",1,"1","Hesse, Mason","Jr","INF","26","18",0.275,0.407,0.406,14,"69",19,5,2,NA,NA,14,12,4,1,3,15,1,2,NA,4,NA,698,25354
"15",2016,"TCU","Big 12",1,"41","Janczak, Jared","Fr","P","26","7",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,25354
"16",2016,"TCU","Big 12",1,"21","Trieglaff, Brian","Jr","P","26","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,25354
"17",2016,"TCU","Big 12",1,"32","Johnson, Ryan","Fr","OF","21","5",0.214,0.29,0.286,7,"28",6,2,NA,NA,NA,3,2,1,NA,NA,11,1,NA,NA,2,NA,698,25354
"18",2016,"TCU","Big 12",1,"38","Plunkett, Zack","So","C","19","6",0.2,0.355,0.28,6,"25",5,2,NA,NA,NA,NA,4,2,NA,1,14,NA,NA,NA,NA,NA,698,25354
"19",2016,"TCU","Big 12",1,"44","Howard, Brian","Jr","P","17","17",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,25354
"20",2016,"TCU","Big 12",1,"47","Gooch, Drew","So","P","16","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,25354
"21",2016,"TCU","Big 12",1,"26","Wymer, Sean","Fr","P","16","2",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,25354
"22",2016,"TCU","Big 12",1,"6","Brown, Nolan","Sr","OF","14","0",0,0.25,0,2,"3",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,698,25354
"23",2016,"TCU","Big 12",1,"12","Hill, Rex","Jr","P","13","11",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,25354
"24",2016,"TCU","Big 12",1,"11","Horton, Dalton","Fr","P","13","12",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,25354
"25",2016,"TCU","Big 12",1,"31","Brown, Dalton","Fr","P","10","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,25354
"26",2016,"TCU","Big 12",1,"25","Franson, Trent","Fr","INF","7","0",0.4,0.571,0.6,NA,"5",2,1,NA,NA,NA,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,698,25354
"27",2016,"TCU","Big 12",1,"33","Traver, Mitchell","Jr","P","7","7",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,25354
"28",2016,"TCU","Big 12",1,"23","Roedahl, Devon","Fr","P","2","1",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,25354
"29",2016,"TCU","Big 12",1,"34","Sewald, Mitch","Jr","P","1","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,25354
"30",2016,"TCU","Big 12",1,"-","Totals","-","-","-","-",0.302,0.393,0.453,467,"2,297",693,139,22,NA,55,407,315,47,26,7,446,68,22,NA,97,NA,698,25354
"31",2016,"TCU","Big 12",1,"-","Opponent Totals","-","-","-","-",0.242,0.316,0.336,248,"2,181",528,95,7,NA,32,222,191,53,16,42,536,58,23,NA,41,NA,698,25354
"1",2016,"Texas","Big 12",1,"1","Barrera, Tres","Jr","C","57","57",0.289,0.379,0.455,35,"211",61,17,NA,NA,6,37,28,5,4,5,54,3,2,NA,3,NA,703,25354
"2",2016,"Texas","Big 12",1,"50","Gurwitz, Zane","Jr","OF","57","57",0.294,0.352,0.449,35,"214",63,14,2,NA,5,36,17,3,2,9,35,9,5,NA,3,NA,703,25354
"3",2016,"Texas","Big 12",1,"2","Clemens, Kody","Fr","INF","57","56",0.242,0.306,0.386,32,"215",52,10,3,NA,5,28,16,4,NA,12,44,9,1,NA,4,NA,703,25354
"4",2016,"Texas","Big 12",1,"42","Clemens, Kacy","Jr","P","57","53",0.303,0.418,0.47,40,"185",56,14,1,NA,5,31,35,3,2,7,40,3,1,NA,NA,NA,703,25354
"5",2016,"Texas","Big 12",1,"33","Mathis, Patrick","So","OF","50","48",0.297,0.379,0.477,27,"172",51,9,2,NA,6,35,24,NA,2,3,47,NA,2,NA,4,NA,703,25354
"6",2016,"Texas","Big 12",1,"11","Jones, Travis","So","INF","50","49",0.3,0.395,0.411,36,"180",54,7,2,NA,3,22,24,7,4,7,42,4,3,NA,7,NA,703,25354
"7",2016,"Texas","Big 12",1,"17","Boswell, Bret","Jr","INF","44","34",0.241,0.303,0.397,19,"141",34,10,3,NA,2,20,12,1,1,10,38,1,2,NA,1,NA,703,25354
"8",2016,"Texas","Big 12",1,"6","Rand, Tyler","Fr","OF","43","40",0.265,0.324,0.333,15,"132",35,6,NA,NA,1,17,10,2,1,7,29,3,1,NA,14,NA,703,25354
"9",2016,"Texas","Big 12",1,"7","Cantu, Michael","So","C","40","35",0.214,0.331,0.274,13,"117",25,7,NA,NA,NA,8,21,NA,1,4,32,2,NA,NA,NA,NA,703,25354
"10",2016,"Texas","Big 12",1,"51","McKenzie, Jake","So","P","38","29",0.237,0.324,0.268,14,"97",23,3,NA,NA,NA,12,9,4,1,1,17,NA,NA,NA,1,NA,703,25354
"11",2016,"Texas","Big 12",1,"12","Baker, Joe","So","INF","33","31",0.245,0.325,0.336,19,"110",27,7,NA,NA,1,16,9,5,2,5,26,4,2,NA,7,NA,703,25354
"12",2016,"Texas","Big 12",1,"27","Duke, Travis","Sr","P","33","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,25354
"13",2016,"Texas","Big 12",1,"24","Shugart, Chase","Fr","P","32","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,25354
"14",2016,"Texas","Big 12",1,"14","Ridgeway, Beau","Fr","P","25","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,25354
"15",2016,"Texas","Big 12",1,"8","Harlan, Brady","Fr","OF","22","11",0.231,0.305,0.25,3,"52",12,1,NA,NA,NA,7,5,1,1,3,19,NA,NA,NA,NA,NA,703,25354
"16",2016,"Texas","Big 12",1,"19","Mayes, Connor","So","P","21","11",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,25354
"17",2016,"Texas","Big 12",1,"35","Wellmann, Blake","Fr","P","21","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,25354
"18",2016,"Texas","Big 12",1,"45","Kingham, Nolan","Fr","P","21","4",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,25354
"19",2016,"Texas","Big 12",1,"32","Kennedy, Nick","Fr","P","17","1",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,25354
"20",2016,"Texas","Big 12",1,"38","Culbreth, Ty","Sr","P","16","15",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,25354
"21",2016,"Texas","Big 12",1,"34","Johnston, Kyle","So","P","15","14",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,25354
"22",2016,"Texas","Big 12",1,"15","Dunbar, Eric","So","P","14","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,25354
"23",2016,"Texas","Big 12",1,"29","Malmin, Jon","Jr","P","14","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,25354
"24",2016,"Texas","Big 12",1,"41","Cooper, Morgan","So","P","13","12",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,25354
"25",2016,"Texas","Big 12",1,"4","Denny, Kaleb","Fr","OF","11","10",0.267,0.361,0.267,5,"30",8,NA,NA,NA,NA,3,4,1,1,2,9,2,NA,NA,NA,NA,703,25354
"26",2016,"Texas","Big 12",1,"47","Kennedy, Ben","Jr","OF","11","3",0.067,0.125,0.067,1,"15",1,NA,NA,NA,NA,NA,1,NA,NA,NA,6,1,NA,NA,NA,NA,703,25354
"27",2016,"Texas","Big 12",1,"39","Shaw, Tate","Fr","INF","9","0",0,0,0,4,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,703,25354
"28",2016,"Texas","Big 12",1,"30","Sawyer, Josh","Jr","P","6","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,25354
"29",2016,"Texas","Big 12",1,"49","Robinson, Parker Joe","Fr","P","3","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,25354
"30",2016,"Texas","Big 12",1,"46","Barton, James","Sr","C","1","0",0,0,0,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,25354
"31",2016,"Texas","Big 12",1,"-","Totals","-","-","-","-",0.268,0.351,0.392,298,"1,873",502,105,13,NA,34,272,215,36,22,75,438,41,19,NA,45,NA,703,25354
"32",2016,"Texas","Big 12",1,"-","Opponent Totals","-","-","-","-",0.263,0.339,0.364,273,"1,928",508,76,12,NA,31,241,196,33,16,53,428,49,15,NA,30,NA,703,25354
"1",2016,"Texas Tech","Big 12",1,"11","Smith, Stephen","Jr","OF","66","66",0.311,0.425,0.513,55,"267",83,18,3,NA,10,39,45,9,1,2,64,3,4,NA,8,NA,700,25354
"2",2016,"Texas Tech","Big 12",1,"12","Gutierrez, Eric","Sr","INF","66","66",0.33,0.463,0.583,54,"230",76,17,1,NA,13,60,41,20,5,NA,36,11,1,NA,3,NA,700,25354
"3",2016,"Texas Tech","Big 12",1,"4","Raley, Cory","Sr","INF","65","64",0.324,0.411,0.465,59,"256",83,14,2,NA,6,53,37,3,3,2,64,1,NA,NA,21,NA,700,25354
"4",2016,"Texas Tech","Big 12",1,"3","Davis, Michael","So","INF","65","65",0.265,0.345,0.384,43,"245",65,20,NA,NA,3,36,29,2,2,4,65,5,1,NA,6,NA,700,25354
"5",2016,"Texas Tech","Big 12",1,"8","Gardner, Tanner","So","INF","64","63",0.378,0.478,0.549,54,"233",88,19,6,NA,3,35,40,5,NA,3,32,4,3,NA,6,NA,700,25354
"6",2016,"Texas Tech","Big 12",1,"10","Neslony, Tyler","Sr","OF","63","62",0.307,0.4,0.537,52,"231",71,21,1,NA,10,58,32,7,5,1,48,10,NA,NA,3,NA,700,25354
"7",2016,"Texas Tech","Big 12",1,"2","Garcia, Orlando","So","INF","59","53",0.265,0.378,0.429,37,"196",52,8,3,NA,6,30,28,8,1,5,44,4,1,NA,6,NA,700,25354
"8",2016,"Texas Tech","Big 12",1,"16","Floyd, Tyler","Sr","C","55","42",0.22,0.333,0.298,27,"141",31,6,1,NA,1,18,19,5,NA,7,29,3,2,NA,2,NA,700,25354
"9",2016,"Texas Tech","Big 12",1,"17","Davis, Zach","Sr","OF","45","7",0.25,0.444,0.3,22,"40",10,2,NA,NA,NA,6,10,4,NA,2,6,3,NA,NA,13,NA,700,25354
"10",2016,"Texas Tech","Big 12",1,"7","Long, Ryan","Jr","INF","40","28",0.228,0.341,0.267,14,"101",23,4,NA,NA,NA,26,18,1,3,3,32,2,2,NA,1,NA,700,25354
"11",2016,"Texas Tech","Big 12",1,"25","Hargrove, Hunter","Jr","INF","40","23",0.304,0.378,0.461,13,"102",31,10,NA,NA,2,27,10,4,3,NA,9,2,2,NA,2,NA,700,25354
"12",2016,"Texas Tech","Big 12",1,"9","Ochoa, Trey","Fr","INF","38","25",0.212,0.313,0.235,9,"85",18,2,NA,NA,NA,7,11,2,1,3,24,1,NA,NA,2,NA,700,25354
"13",2016,"Texas Tech","Big 12",1,"45","Howard, Hayden","Jr","P","35","1",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,25354
"14",2016,"Texas Tech","Big 12",1,"39","Dugger, Robert","Jr","P","29","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,25354
"15",2016,"Texas Tech","Big 12",1,"44","Moseley, Ryan","Jr","P","24","4",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,25354
"16",2016,"Texas Tech","Big 12",1,"1","Farhat, Cody","Fr","OF","23","3",0.167,0.265,0.267,4,"30",5,NA,NA,NA,1,6,2,2,NA,NA,6,3,NA,NA,NA,NA,700,25354
"17",2016,"Texas Tech","Big 12",1,"15","Sanchez, Kholeton","Jr","C","21","16",0.146,0.26,0.22,5,"41",6,1,1,NA,NA,10,6,1,2,2,14,1,NA,NA,NA,NA,700,25354
"18",2016,"Texas Tech","Big 12",1,"42","Mushinski, Parker","So","P","20","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,25354
"19",2016,"Texas Tech","Big 12",1,"29","Lyons, Anthony","Jr","OF","20","2",0.286,0.407,0.381,2,"21",6,NA,1,NA,NA,3,5,NA,1,NA,4,NA,NA,NA,NA,NA,700,25354
"20",2016,"Texas Tech","Big 12",1,"30","Martin, Davis","Fr","P","19","14",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,25354
"21",2016,"Texas Tech","Big 12",1,"34","Shetter, Ryan","Fr","P","19","1",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,25354
"22",2016,"Texas Tech","Big 12",1,"47","Gingery, Steven","Fr","P","15","14",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,25354
"23",2016,"Texas Tech","Big 12",1,"28","Harpenau, Ty","Fr","P","15","9",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,25354
"24",2016,"Texas Tech","Big 12",1,"13","Brown, Dalton","Sr","P","14","0",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,25354
"25",2016,"Texas Tech","Big 12",1,"36","Damron, Ty","Jr","P","14","13",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,25354
