"","year","school","conference","division","Jersey","Player","Yr","Pos","GP","App","GS","ERA","IP","H","R","ER","BB","SO","SHO","BF","P-OAB","2B-A","3B-A","Bk","HR-A","WP","HB","IBB","Inh Run","Inh Run Score","SHA","SFA","Pitches","GO","FO","W","L","SV","KL","teamid","conference_id"
"8",2016,"Utah Valley","Western Athletic",1,"24","Erlandson, Justin","Jr","OF","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,30024,923
"9",2016,"Utah Valley","Western Athletic",1,"33","Ramsey, Stone","So","INF","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,30024,923
"10",2016,"Utah Valley","Western Athletic",1,"9","Estrada, Paul","Fr","INF","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,30024,923
"11",2016,"Utah Valley","Western Athletic",1,"8","Atkinson, Jake","So","C","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,30024,923
"12",2016,"Utah Valley","Western Athletic",1,"6","Edmondson, Ryne","Fr","OF","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,30024,923
"13",2016,"Utah Valley","Western Athletic",1,"15","Valgardson, Kyle","Sr","P","25",25,3,1.59,39.2,35,9,7,12,35,NA,"163","145",8,NA,NA,1,NA,3,1,11,2,3,NA,"558",30,48,3,1,9,9,30024,923
"14",2016,"Utah Valley","Western Athletic",1,"23","Mayer, Jake","So","P","24",24,5,4.27,78,72,40,37,25,51,NA,"329","289",12,2,1,4,3,7,1,14,5,6,2,"909",99,68,8,2,1,13,30024,923
"15",2016,"Utah Valley","Western Athletic",1,"29","Hold, Logan","Jr","P","23",23,NA,1.83,34.1,34,11,7,7,23,NA,"139","128",4,2,NA,2,1,2,1,18,13,1,1,"321",31,38,2,NA,1,7,30024,923
"16",2016,"Utah Valley","Western Athletic",1,"34","Briones, Marco","So","P","20",20,NA,5.73,22,26,16,14,8,15,NA,"102","86",2,2,NA,3,NA,4,NA,19,7,4,NA,"251",31,18,1,2,1,3,30024,923
"17",2016,"Utah Valley","Western Athletic",1,"19","Fresquez, Evan","So","P","19",19,NA,5.7,23.2,31,19,15,12,16,NA,"114","93",3,NA,1,3,2,3,NA,17,7,3,3,"317",19,30,1,2,NA,6,30024,923
"18",2016,"Utah Valley","Western Athletic",1,"25","Wolfe, Patrick","Jr","P","18",18,12,5.57,72.2,74,48,45,36,60,NA,"326","277",23,3,1,3,9,7,NA,4,NA,2,3,"1,192",63,81,2,3,NA,19,30024,923
"19",2016,"Utah Valley","Western Athletic",1,"20","Beddes, Danny","Sr","P","17",17,17,4.56,102.2,93,61,52,55,99,NA,"461","386",15,NA,2,5,5,13,NA,NA,NA,4,3,"1,398",92,101,9,4,NA,22,30024,923
"20",2016,"Utah Valley","Western Athletic",1,"26","Arens, Jeff","Fr","INF","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,30024,923
"21",2016,"Utah Valley","Western Athletic",1,"22","Schmitt, Kaden","So","P","14",14,6,5.06,32,42,24,18,18,21,NA,"156","133",11,2,NA,3,3,4,1,8,2,1,NA,"435",29,40,1,2,NA,13,30024,923
"22",2016,"Utah Valley","Western Athletic",1,"13","Cofer, Jackson","So","P","14",14,14,3.79,76,86,41,32,28,53,NA,"332","288",14,1,2,2,10,6,1,NA,NA,8,2,"871",95,55,6,5,NA,14,30024,923
"23",2016,"Utah Valley","Western Athletic",1,"18","McCuch, Greg","N/A","P","14",14,NA,6.39,12.2,20,10,9,8,6,NA,"67","55",5,1,NA,NA,3,1,1,10,8,1,2,"185",17,13,1,NA,NA,2,30024,923
"24",2016,"Utah Valley","Western Athletic",1,"38","Davidson, Matt","Jr","P","12",12,NA,4.67,17.1,12,10,9,8,6,NA,"71","61",1,1,NA,1,1,2,NA,14,5,NA,NA,"135",18,23,2,NA,1,NA,30024,923
"25",2016,"Utah Valley","Western Athletic",1,"11","Emery, Jesse","So","OF","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,30024,923
"26",2016,"Utah Valley","Western Athletic",1,"37","Bowman, Garrett","Jr","P","10",10,NA,8.25,12,12,12,11,14,15,NA,"63","48",2,1,NA,NA,NA,NA,1,3,NA,1,NA,"186",9,12,1,2,1,3,30024,923
"27",2016,"Utah Valley","Western Athletic",1,"28","Olguin, Eric","Jr","P","10",10,2,14.9,9.2,19,16,16,13,8,NA,"59","43",3,1,NA,1,1,2,NA,NA,NA,NA,1,"163",6,11,NA,NA,NA,2,30024,923
"28",2016,"Utah Valley","Western Athletic",1,"10","Jourdan, Jason","Jr","P","9",9,1,13.14,12.1,29,20,18,7,5,NA,"73","62",4,2,NA,4,2,2,NA,8,4,NA,2,"193",14,14,NA,NA,1,1,30024,923
"29",2016,"Utah Valley","Western Athletic",1,"36","Asay, K","N/A","PH/DH","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,30024,923
"30",2016,"Utah Valley","Western Athletic",1,"27","Michaud, Chad","Sr","P","1",1,NA,27,0.2,2,2,2,2,NA,NA,"6","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"",2,NA,NA,NA,NA,NA,30024,923
"31",2016,"Utah Valley","Western Athletic",1,"-","Totals","-","-","-",NA,NA,4.82,545.2,587,339,292,253,413,3,"2,461","2,097",107,18,7,32,40,56,7,NA,NA,35,19,"",555,552,NA,NA,NA,114,30024,923
"32",2016,"Utah Valley","Western Athletic",1,"-","Opponent Totals","-","-","-",NA,NA,5.2,539.2,610,363,312,227,441,4,"2,468","2,149",100,23,5,40,93,52,9,NA,NA,17,23,"",500,593,NA,NA,NA,116,30024,923
"1",2016,"UTRGV","Western Athletic",1,"2","Collazo, Joseph","Jr","INF","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,536,923
"2",2016,"UTRGV","Western Athletic",1,"1","Davis, Correy","Sr","OF","48",1,NA,18,1,3,2,2,0,2,NA,"6","6",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"25",1,NA,NA,NA,NA,2,536,923
"3",2016,"UTRGV","Western Athletic",1,"12","Mercer, Scott","Sr","INF","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,536,923
"4",2016,"UTRGV","Western Athletic",1,"25","Garcia, Jose","Jr","C","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,536,923
"5",2016,"UTRGV","Western Athletic",1,"8","Huckabay, Jacob","Jr","C","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,536,923
"6",2016,"UTRGV","Western Athletic",1,"3","Loncar, Cole","Sr","OF","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,536,923
"7",2016,"UTRGV","Western Athletic",1,"26","Oakes, Austin","Jr","OF","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,536,923
"8",2016,"UTRGV","Western Athletic",1,"4","Loredo, Manny","So","OF","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,536,923
"9",2016,"UTRGV","Western Athletic",1,"17","Garcia Jr., Victor","Jr","1B","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,536,923
"10",2016,"UTRGV","Western Athletic",1,"10","Rosholt, Caden","Fr","INF","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,536,923
"11",2016,"UTRGV","Western Athletic",1,"30","Gomez, Anthony","Fr","INF","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,536,923
"12",2016,"UTRGV","Western Athletic",1,"23","Gonzalez, Isaac","So","INF","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,536,923
"13",2016,"UTRGV","Western Athletic",1,"18","Douglas, Austin","Jr","C","18",3,NA,54,0.2,3,4,4,2,NA,NA,"9","5",NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,"34",1,1,NA,NA,NA,NA,536,923
"14",2016,"UTRGV","Western Athletic",1,"37","Mendoza, Matthew","Fr","OF","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,536,923
"15",2016,"UTRGV","Western Athletic",1,"5","Martinez, Zach","So","P","17",17,NA,6.46,30.2,45,27,22,11,17,NA,"147","132",6,2,NA,2,1,1,3,19,7,2,1,"518",41,25,NA,4,NA,5,536,923
"16",2016,"UTRGV","Western Athletic",1,"13","Gallegos, Parker","Sr","P","16",15,1,3.19,31,32,15,11,8,18,NA,"129","116",8,1,1,1,1,1,NA,25,7,2,2,"464",27,42,1,1,NA,4,536,923
"17",2016,"UTRGV","Western Athletic",1,"16","Lamb, George","So","P","16",16,NA,0.82,22,14,6,2,16,30,NA,"99","78",3,1,NA,NA,6,2,1,7,1,2,NA,"396",16,20,NA,2,2,14,536,923
"18",2016,"UTRGV","Western Athletic",1,"20","Jackson, Ryan","So","P","15",15,9,5.14,56,65,40,32,15,35,1,"251","228",14,1,NA,1,8,3,NA,5,3,3,1,"692",78,49,3,5,NA,11,536,923
"19",2016,"UTRGV","Western Athletic",1,"24","Garcia, Andrew","Jr","P","15",15,13,3.65,81.1,90,38,33,29,48,NA,"355","314",15,2,NA,1,3,6,NA,2,1,3,3,"1,157",81,94,7,5,NA,14,536,923
"20",2016,"UTRGV","Western Athletic",1,"39","Padron, Andrew","Jr","P","12",12,NA,9.72,8.1,12,9,9,1,6,NA,"40","35",1,3,NA,1,1,3,NA,16,8,NA,1,"131",5,13,NA,NA,1,3,536,923
"21",2016,"UTRGV","Western Athletic",1,"21","Delgado, Eddie","Jr","P","12",12,1,6.53,30.1,40,25,22,13,16,NA,"144","123",8,1,1,1,9,4,NA,11,4,4,NA,"439",43,27,1,3,NA,3,536,923
"22",2016,"UTRGV","Western Athletic",1,"14","Gonzalez, Johnny","So","P","11",11,11,2.83,63.2,67,24,20,34,67,NA,"286","244",9,NA,NA,1,8,7,1,NA,NA,NA,1,"1,107",56,53,5,3,NA,18,536,923
"23",2016,"UTRGV","Western Athletic",1,"41","Quinonez, Robert","So","P","11",11,7,3.74,55.1,47,28,23,19,47,NA,"236","212",13,3,NA,2,4,3,1,3,3,1,1,"784",43,70,2,1,1,18,536,923
"24",2016,"UTRGV","Western Athletic",1,"48","Garza, Mike","Fr","OF","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,536,923
"25",2016,"UTRGV","Western Athletic",1,"50","Ortiz, Pablo","Fr","P","9",9,4,5.32,23.2,33,18,14,11,29,NA,"116","101",5,1,2,2,2,1,NA,2,2,2,1,"447",16,25,1,2,NA,8,536,923
"26",2016,"UTRGV","Western Athletic",1,"45","Cordon, Edgar","Jr","INF","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,536,923
"27",2016,"UTRGV","Western Athletic",1,"19","Kufrovich, Austin","Jr","P","9",9,2,11.25,12,16,16,15,8,4,NA,"63","50",NA,NA,NA,2,2,5,NA,6,1,NA,NA,"227",20,9,NA,1,NA,3,536,923
"28",2016,"UTRGV","Western Athletic",1,"38","Larrinaga, Luis","Fr","P","6",6,NA,6,6,9,4,4,3,3,NA,"33","28",2,NA,NA,NA,1,2,NA,2,2,NA,NA,"73",9,5,NA,NA,NA,1,536,923
"29",2016,"UTRGV","Western Athletic",1,"22","Rigby, Matt","Sr","P","5",5,1,6,3,4,3,2,2,1,NA,"17","14",1,NA,NA,NA,NA,1,NA,4,2,NA,NA,"60",3,5,1,NA,NA,1,536,923
"30",2016,"UTRGV","Western Athletic",1,"55","Martinez, Jake","Fr","C","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,536,923
"31",2016,"UTRGV","Western Athletic",1,"43","Acosta, Luis","Fr","P","1",1,NA,0,0.1,1,NA,NA,2,NA,NA,"4","2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,1,NA,NA,NA,NA,536,923
"32",2016,"UTRGV","Western Athletic",1,"-","Totals","-","-","-",NA,NA,4.55,425.1,481,259,215,174,323,3,"1,935","1,688",87,15,4,15,46,41,6,NA,NA,19,11,"",440,439,NA,NA,NA,105,536,923
"33",2016,"UTRGV","Western Athletic",1,"-","Opponent Totals","-","-","-",NA,NA,3.62,427.1,416,231,172,211,273,5,"1,916","1,608",74,9,9,11,60,43,3,NA,NA,33,19,"",486,426,NA,NA,NA,88,536,923
"","year","school","conference","division","Jersey","Player","Yr","Pos","GP","App","GS","ERA","IP","H","R","ER","BB","SO","SHO","BF","P-OAB","2B-A","3B-A","Bk","HR-A","WP","HB","IBB","Inh Run","Inh Run Score","SHA","SFA","Pitches","GO","FO","W","L","SV","KL","teamid","conference_id"
"1",2016,"BYU","West Coast",1,"35","Shaver, Colton","So","C","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,77,922
"2",2016,"BYU","West Coast",1,"5","Nielsen, Hayden","Sr","SS","54",1,NA,27,1,4,3,3,1,1,NA,"8","6",2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,"28",1,1,NA,NA,NA,NA,77,922
"3",2016,"BYU","West Coast",1,"2","Lund, Brennon","Jr","OF","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,77,922
"4",2016,"BYU","West Coast",1,"4","Urry, Eric","Sr","OF","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,77,922
"5",2016,"BYU","West Coast",1,"14","Larsen, Bronson","Jr","C","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,77,922
"6",2016,"BYU","West Coast",1,"3","Anderson, Brennon","So","2B","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,77,922
"7",2016,"BYU","West Coast",1,"12","Chauncey, Tanner","Jr","SS","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,77,922
"8",2016,"BYU","West Coast",1,"31","Cluff, Jackson","Fr","INF","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,77,922
"9",2016,"BYU","West Coast",1,"25","Favero, Nate","So","INF","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,77,922
"10",2016,"BYU","West Coast",1,"17","Kringlen, Keaton","Fr","OF","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,77,922
"11",2016,"BYU","West Coast",1,"10","Schneemann, Daniel","Fr","SS","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,77,922
"12",2016,"BYU","West Coast",1,"9","Marshall, Mason","Jr","P","26",26,NA,5.24,44.2,47,26,26,19,39,NA,"201","172",12,1,2,4,4,3,1,20,5,4,3,"673",46,45,3,3,2,10,77,922
"13",2016,"BYU","West Coast",1,"42","Burrup, Bo","Fr","P","25",25,NA,4.54,39.2,42,21,20,20,18,NA,"179","151",9,NA,1,3,6,NA,NA,23,11,4,4,"566",43,51,3,2,1,6,77,922
"14",2016,"BYU","West Coast",1,"8","Cenatiempo, Keaton","Jr","P","24",24,1,3.54,48.1,50,20,19,16,32,NA,"213","186",11,NA,1,3,1,8,NA,20,5,2,1,"720",49,53,2,2,3,9,77,922
"15",2016,"BYU","West Coast",1,"44","Hale, Brock","Fr","OF","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,77,922
"16",2016,"BYU","West Coast",1,"11","Walker, Easton","Fr","P","21",21,1,3.51,33.1,37,20,13,11,23,NA,"151","130",7,NA,NA,1,3,6,NA,8,3,3,1,"500",36,32,1,1,1,5,77,922
"17",2016,"BYU","West Coast",1,"23","Rogers, Hayden","Jr","P","20",20,11,3.5,61.2,72,34,24,18,36,NA,"279","250",12,2,2,7,1,4,1,13,2,7,NA,"813",80,60,5,3,NA,9,77,922
"18",2016,"BYU","West Coast",1,"26","Gates, Riley","So","P","20",20,4,5.72,28.1,19,21,18,22,34,NA,"132","96",4,NA,NA,1,14,9,NA,11,3,2,3,"484",17,32,2,1,NA,3,77,922
"19",2016,"BYU","West Coast",1,"27","Rucker, Michael","Jr","P","16",16,16,2.73,102.1,80,38,31,31,94,NA,"419","372",12,3,NA,5,4,11,1,NA,NA,5,NA,"1,435",109,87,11,1,NA,34,77,922
"20",2016,"BYU","West Coast",1,"7","Dean, Kyle","Fr","OF","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,77,922
"21",2016,"BYU","West Coast",1,"13","Gelalich, Danny","Fr","OF","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,77,922
"22",2016,"BYU","West Coast",1,"34","Wood, Jordan","Fr","P","13",13,1,6.44,29.1,30,22,21,7,22,NA,"129","116",7,NA,NA,5,7,5,NA,14,5,NA,1,"449",28,35,1,1,NA,9,77,922
"23",2016,"BYU","West Coast",1,"19","Iorg, Court","So","OF","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,77,922
"24",2016,"BYU","West Coast",1,"32","Buffo, Maverik","So","P","11",11,11,3.63,44.2,47,21,18,17,34,NA,"192","173",9,2,NA,3,3,1,NA,NA,NA,1,NA,"612",41,49,5,2,NA,14,77,922
"25",2016,"BYU","West Coast",1,"6","Hill, Noah","Fr","C","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,77,922
"26",2016,"BYU","West Coast",1,"18","Williams, Connor","So","P","11",11,9,4.85,29.2,24,25,16,40,30,NA,"151","107",5,NA,NA,NA,8,3,NA,3,NA,NA,1,"548",24,27,1,1,NA,6,77,922
"27",2016,"BYU","West Coast",1,"22","Brinkerhoff, Zach","Fr","P","10",10,NA,3.95,13.2,18,11,6,9,5,NA,"65","54",2,1,1,2,2,2,NA,6,2,NA,NA,"184",22,9,1,NA,NA,1,77,922
"28",2016,"BYU","West Coast",1,"39","Hodges, Grant","So","C","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,77,922
"29",2016,"BYU","West Coast",1,"16","Jacobsen, Casey","Fr","INF","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,77,922
"30",2016,"BYU","West Coast",1,"37","Busse, Triston","Fr","P","3",3,NA,3.38,2.2,2,1,1,1,4,NA,"13","10",1,NA,NA,NA,NA,2,NA,2,2,NA,NA,"27",4,NA,NA,NA,NA,1,77,922
"31",2016,"BYU","West Coast",1,"41","Motes, Kendall","Jr","P","2",2,NA,9,3,5,3,3,3,4,NA,"17","14",3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"56",5,NA,NA,NA,NA,1,77,922
"32",2016,"BYU","West Coast",1,"-","Totals","-","-","-",NA,NA,4.09,482.1,477,266,219,215,376,2,"2,149","1,837",96,10,7,34,54,54,4,NA,NA,28,15,"",505,481,NA,NA,NA,108,77,922
"33",2016,"BYU","West Coast",1,"-","Opponent Totals","-","-","-",NA,NA,7.29,469.1,634,435,380,237,295,1,"2,284","1,953",117,18,8,50,64,47,8,NA,NA,10,37,"",474,565,NA,NA,NA,91,77,922
"1",2016,"Gonzaga","West Coast",1,"17","Bohling, Jeffrey","Jr","OF","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,260,922
"2",2016,"Gonzaga","West Coast",1,"5","Breshears, Dustin","Sr","INF","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,260,922
"3",2016,"Gonzaga","West Coast",1,"22","Jones, Taylor","Sr","INF","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,260,922
"4",2016,"Gonzaga","West Coast",1,"16","Frost, Tyler","So","OF","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,260,922
"5",2016,"Gonzaga","West Coast",1,"11","Brown, Sam","Jr","OF","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,260,922
"6",2016,"Gonzaga","West Coast",1,"37","Jacobs, Justin","Jr","OF","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,260,922
"7",2016,"Gonzaga","West Coast",1,"27","Harris, Joey","Sr","C","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,260,922
"8",2016,"Gonzaga","West Coast",1,"32","Brooks, Nick","So","INF","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,260,922
"9",2016,"Gonzaga","West Coast",1,"2","VanDeBrake, Jace","Fr","INF","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,260,922
"10",2016,"Gonzaga","West Coast",1,"4","Chung, Patrick","Fr","INF","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,260,922
"11",2016,"Gonzaga","West Coast",1,"23","Roberts, Jake","Jr","INF","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,260,922
"12",2016,"Gonzaga","West Coast",1,"3","Trube, Branson","So","OF","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,260,922
"13",2016,"Gonzaga","West Coast",1,"31","Gonzales, Jarod","Jr","INF","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,260,922
"14",2016,"Gonzaga","West Coast",1,"43","Hellinger, Sam","Jr","P","26",26,NA,5.36,42,52,27,25,15,30,NA,"192","169",10,1,2,3,1,3,2,21,11,2,3,"535",44,46,3,1,2,13,260,922
"15",2016,"Gonzaga","West Coast",1,"41","Mills, Wyatt","Jr","P","22",22,NA,2.65,37.1,34,14,11,20,38,NA,"165","134",3,NA,NA,3,2,2,2,21,5,5,3,"543",45,24,3,2,7,11,260,922
"16",2016,"Gonzaga","West Coast",1,"35","Wells, Hunter","Jr","P","18",17,10,4.97,76,83,46,42,40,78,NA,"345","296",19,2,2,2,15,2,1,7,2,5,1,"928",91,44,3,4,2,19,260,922
"17",2016,"Gonzaga","West Coast",1,"18","LeBrun, Calvin","So","P","16",16,3,4.97,50.2,52,29,28,19,35,NA,"219","190",10,1,1,4,1,4,3,16,6,4,2,"523",61,47,5,4,1,10,260,922
"18",2016,"Gonzaga","West Coast",1,"39","Morgan, Eli","So","P","16",16,16,3.73,111,109,47,46,31,107,3,"459","419",17,4,NA,6,6,4,1,NA,NA,2,2,"1,464",76,129,10,3,NA,26,260,922
"19",2016,"Gonzaga","West Coast",1,"13","Bailey, Brandon","Jr","P","16",16,15,2.42,100.1,80,34,27,31,125,NA,"416","373",21,4,NA,4,8,5,NA,1,NA,2,4,"1,086",58,113,10,3,NA,34,260,922
