"","year","school","conference","division","Jersey","Player","Yr","Pos","GP","App","GS","ERA","IP","H","R","ER","BB","SO","SHO","BF","P-OAB","2B-A","3B-A","Bk","HR-A","WP","HB","IBB","Inh Run","Inh Run Score","SHA","SFA","Pitches","GO","FO","W","L","SV","KL","teamid","conference_id"
"3",2016,"Albany (NY)","America East",1,"4","Canaday, Karson","Sr","INF","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,845
"4",2016,"Albany (NY)","America East",1,"24","Harasta, Evan","Jr","C","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,845
"5",2016,"Albany (NY)","America East",1,"25","Powers, Connor","So","OF","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,845
"6",2016,"Albany (NY)","America East",1,"12","Donati, Kevin","Fr","INF","49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,845
"7",2016,"Albany (NY)","America East",1,"21","Hinchy, Matt","Jr","INF","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,845
"8",2016,"Albany (NY)","America East",1,"3","Lagravinese, Patrick","Fr","INF","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,845
"9",2016,"Albany (NY)","America East",1,"9","Tracy, Joey","Jr","INF","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,845
"10",2016,"Albany (NY)","America East",1,"31","Todd, Tre","Fr","C","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,845
"11",2016,"Albany (NY)","America East",1,"29","Codispoti, Matt","Fr","C","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,845
"12",2016,"Albany (NY)","America East",1,"36","Savino, Dominic","Fr","P","20",20,NA,3.05,38.1,39,14,13,21,25,NA,"167","140",5,1,1,NA,3,3,NA,11,6,2,1,191,48,31,1,1,9,10,14,845
"13",2016,"Albany (NY)","America East",1,"6","Hayden, Kenny","So","OF","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,845
"14",2016,"Albany (NY)","America East",1,"23","Balbierz, Derek","Fr","P","17",17,NA,6.23,21.2,16,16,15,18,12,NA,"100","72",1,1,NA,1,7,7,1,6,1,NA,3,65,18,27,NA,1,NA,3,14,845
"15",2016,"Albany (NY)","America East",1,"8","Torres, Hunter","Fr","P","17",17,NA,2.64,30.2,26,11,9,10,17,NA,"128","113",8,NA,NA,2,5,1,NA,17,7,2,2,136,30,40,2,1,NA,7,14,845
"16",2016,"Albany (NY)","America East",1,"16","Dugdale, Terry","Jr","P","16",16,NA,5.87,15.1,22,18,10,12,9,NA,"86","67",3,2,NA,NA,3,3,NA,18,10,1,3,81,13,23,NA,NA,NA,3,14,845
"17",2016,"Albany (NY)","America East",1,"37","Longhurst, Garrett","Jr","OF","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,845
"18",2016,"Albany (NY)","America East",1,"17","Ryan, Brendan","Sr","P","15",15,8,3.86,63,56,30,27,30,48,NA,"273","234",12,2,1,1,4,3,1,3,1,4,2,311,59,72,5,4,1,20,14,845
"19",2016,"Albany (NY)","America East",1,"22","Woods, Stephen","Jr","P","14",14,12,5.43,64.2,69,44,39,41,88,1,"308","257",14,NA,NA,4,22,3,NA,NA,NA,4,3,432,55,48,3,5,NA,26,14,845
"20",2016,"Albany (NY)","America East",1,"33","Romero, Joe","Jr","P","13",13,1,9,15,30,26,15,15,11,NA,"93","71",6,1,NA,NA,3,4,1,10,4,3,NA,145,24,7,1,2,NA,4,14,845
"21",2016,"Albany (NY)","America East",1,"35","DeCelle, Sam","Sr","P","13",13,1,11.15,15.1,22,20,19,11,10,NA,"81","66",9,2,1,2,3,1,NA,12,6,NA,3,137,9,26,NA,NA,1,2,14,845
"22",2016,"Albany (NY)","America East",1,"11","Spedafino, Angelo","Fr","P","12",12,3,5.87,30.2,36,23,20,19,25,NA,"150","126",3,1,NA,5,10,2,NA,2,1,2,1,184,20,43,1,1,NA,13,14,845
"23",2016,"Albany (NY)","America East",1,"2","Failing, Marcus","Jr","P","11",11,11,4.93,45.2,44,30,25,24,22,NA,"209","175",8,3,NA,3,8,6,NA,NA,NA,3,1,431,61,42,2,4,NA,10,14,845
"24",2016,"Albany (NY)","America East",1,"20","Mueller, Eric","Jr","OF","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,845
"25",2016,"Albany (NY)","America East",1,"34","McLean, Kenny","Fr","P","10",10,5,4.07,24.1,29,18,11,15,22,NA,"119","101",6,1,1,2,2,1,NA,4,2,NA,2,205,17,31,1,4,NA,5,14,845
"26",2016,"Albany (NY)","America East",1,"28","Paulino, Brian","Jr","P","9",9,4,7.43,23,29,22,19,12,8,NA,"112","94",5,1,NA,1,2,1,NA,7,NA,4,1,108,30,28,1,4,NA,3,14,845
"27",2016,"Albany (NY)","America East",1,"7","Stinar, Ryan","Jr","P","9",9,8,4.87,40.2,34,23,22,20,40,NA,"180","147",5,1,NA,NA,11,7,NA,NA,NA,4,2,220,39,39,5,2,NA,21,14,845
"28",2016,"Albany (NY)","America East",1,"38","Daugherty, Ryan","Fr","C","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,845
"29",2016,"Albany (NY)","America East",1,"30","Behan, Brendan","Jr","C","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,845
"30",2016,"Albany (NY)","America East",1,"-","Totals","-","-","-",NA,NA,5.13,428.1,452,295,244,248,337,3,"2,006","1,663",85,16,4,21,83,42,3,NA,NA,29,24,NA,423,457,NA,NA,NA,127,14,845
"31",2016,"Albany (NY)","America East",1,"-","Opponent Totals","-","-","-",NA,NA,4.8,438.2,442,266,234,223,358,5,"1,981","1,673",77,11,10,11,46,43,3,NA,NA,21,21,NA,449,430,NA,NA,NA,118,14,845
"1",2016,"Binghamton","America East",1,"20","Agresti, Jason","So","C","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,845
"2",2016,"Binghamton","America East",1,"10","Gamache, Reed","Sr","2B","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,845
"3",2016,"Binghamton","America East",1,"24","Posavec, Eddie","Jr","C","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,845
"4",2016,"Binghamton","America East",1,"2","Krowiak, CJ","So","OF","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,845
"5",2016,"Binghamton","America East",1,"5","Skidmore, Brendan","Jr","1B","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,845
"6",2016,"Binghamton","America East",1,"8","Schanz, David","Sr","3B","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,845
"7",2016,"Binghamton","America East",1,"7","Rufo, Paul","So","SS","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,845
"8",2016,"Binghamton","America East",1,"6","McGee, Chris","So","OF","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,845
"9",2016,"Binghamton","America East",1,"1","Herncane, Darian","Jr","OF","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,845
"10",2016,"Binghamton","America East",1,"31","Franchi, Daniel","Fr","OF","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,845
"11",2016,"Binghamton","America East",1,"32","Britt, Pat","So","OF","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,845
"12",2016,"Binghamton","America East",1,"16","Wegmann, Nick","So","P","22",16,6,3.32,40.2,41,19,15,10,27,NA,"173","155",8,2,1,4,3,4,NA,11,3,3,1,113,32,55,2,NA,NA,7,62,845
"13",2016,"Binghamton","America East",1,"23","Hardy, Rob","Sr","P","21",21,4,3.88,65,66,34,28,16,45,NA,"280","248",16,4,NA,4,4,8,NA,8,6,4,4,173,69,70,1,4,7,17,62,845
"14",2016,"Binghamton","America East",1,"3","Bunal, Mike","Sr","P","16",16,16,3.51,89.2,75,42,35,46,87,NA,"387","330",10,2,NA,5,10,6,NA,NA,NA,4,1,85,96,71,8,4,NA,15,62,845
"15",2016,"Binghamton","America East",1,"13","Cryts, Jake","Jr","P","16",16,16,5.22,79.1,92,47,46,32,36,NA,"355","303",21,NA,NA,9,4,8,2,NA,NA,9,3,266,87,98,7,4,NA,7,62,845
"16",2016,"Binghamton","America East",1,"11","Stock, Dylan","So","P","15",15,NA,5.89,18.1,19,12,12,16,17,NA,"92","68",2,1,1,1,2,4,5,12,7,3,1,14,17,17,NA,4,3,4,62,845
"17",2016,"Binghamton","America East",1,"41","Gallagher, Nick","Fr","P","14",14,4,6.53,30.1,38,22,22,11,15,NA,"139","120",6,NA,NA,NA,1,5,NA,7,3,2,1,143,28,41,4,3,NA,5,62,845
"18",2016,"Binghamton","America East",1,"4","Tevlin, Luke","So","INF","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,845
"19",2016,"Binghamton","America East",1,"30","Liegi, Nicholas","Jr","P","13",13,NA,7.79,17.1,19,15,15,9,8,NA,"79","67",3,1,NA,2,4,2,2,7,2,NA,1,62,9,32,1,NA,NA,2,62,845
"20",2016,"Binghamton","America East",1,"28","Tsukroff, Matt","Fr","INF","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,845
"21",2016,"Binghamton","America East",1,"12","Orlando, Joe","So","P","11",11,1,13.85,13,21,21,20,9,11,NA,"73","58",4,1,1,1,2,4,NA,10,6,NA,2,57,12,15,NA,3,1,7,62,845
"22",2016,"Binghamton","America East",1,"15","Wloczewski, Jake","So","P","10",10,7,3.06,50,37,17,17,17,17,NA,"198","171",7,NA,NA,3,1,4,NA,3,1,5,1,233,67,52,4,NA,1,9,62,845
"23",2016,"Binghamton","America East",1,"17","Trenholm, Sean","Fr","OF","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,845
"24",2016,"Binghamton","America East",1,"35","Brown, Robert","Fr","P","9",9,1,8.38,9.2,14,12,9,3,10,NA,"48","43",3,1,NA,NA,2,2,NA,3,1,NA,NA,62,9,9,NA,1,NA,2,62,845
"25",2016,"Binghamton","America East",1,"27","Ringo, Cameron","Fr","P","9",9,NA,5.19,8.2,9,5,5,6,7,NA,"39","32",2,NA,NA,1,3,1,NA,NA,NA,NA,NA,39,9,7,NA,1,NA,2,62,845
"26",2016,"Binghamton","America East",1,"34","Erhard, Jake","So","P","9",9,NA,6.75,14.2,18,11,11,8,12,NA,"71","58",4,1,NA,2,8,2,NA,9,5,1,2,55,15,15,1,NA,NA,2,62,845
"27",2016,"Binghamton","America East",1,"25","Pellicciotti, Henry","Jr","C","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,845
"28",2016,"Binghamton","America East",1,"42","Meduri, Anthony","Fr","P","8",3,NA,0,2.2,1,NA,NA,1,NA,NA,"11","9",NA,NA,NA,NA,1,1,NA,2,1,NA,NA,12,3,5,NA,NA,NA,NA,62,845
"29",2016,"Binghamton","America East",1,"18","Horibata, Tsuyoshi","Sr","P","6",6,NA,5.68,6.1,7,5,4,3,2,NA,"29","25",1,NA,NA,NA,NA,NA,NA,5,4,1,NA,38,6,11,1,NA,NA,1,62,845
"30",2016,"Binghamton","America East",1,"43","Lawrence, Cal","Fr","P","6",6,NA,6.14,7.1,9,6,5,4,2,NA,"37","29",1,NA,NA,NA,3,3,2,4,4,NA,1,4,8,10,1,1,NA,NA,62,845
"31",2016,"Binghamton","America East",1,"39","Westaway, Jeremy","Fr","P","4",4,NA,23.14,4.2,11,12,12,3,2,NA,"29","25",2,1,NA,2,NA,1,NA,2,2,NA,NA,46,4,8,NA,NA,NA,NA,62,845
"32",2016,"Binghamton","America East",1,"-","Totals","-","-","-",NA,NA,5.03,457.2,477,280,256,194,298,4,"2,040","1,741",90,14,3,34,48,55,11,NA,NA,32,18,NA,471,516,NA,NA,NA,80,62,845
"33",2016,"Binghamton","America East",1,"-","Opponent Totals","-","-","-",NA,NA,5.58,463,537,340,287,201,354,1,"2,155","1,841",99,13,6,37,66,52,NA,NA,NA,32,27,NA,461,495,NA,NA,NA,107,62,845
"1",2016,"Hartford","America East",1,"19","MacKinnon, David","Jr","INF","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,845
"2",2016,"Hartford","America East",1,"10","DelDebbio, Chris","Sr","OF","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,845
"3",2016,"Hartford","America East",1,"21","Ostberg, Erik","So","C","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,845
"4",2016,"Hartford","America East",1,"3","Ward, TJ","So","INF","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,845
"5",2016,"Hartford","America East",1,"2","Wilson, Aaron","Sr","INF","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,845
"6",2016,"Hartford","America East",1,"8","Bengtson, Ben","So","INF","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,845
"7",2016,"Hartford","America East",1,"9","Bardzell, Ashton","Fr","OF","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,845
"8",2016,"Hartford","America East",1,"7","Sullivan, Chria","Fr","3B","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,845
"9",2016,"Hartford","America East",1,"6","Ruch, Dalton","Jr","INF","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,845
"10",2016,"Hartford","America East",1,"14","Campana, Nick","So","OF","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,845
"11",2016,"Hartford","America East",1,"20","DiMauro, Sebastian","So","OF","34",18,NA,4.18,28,25,18,13,13,16,NA,"125","104",2,NA,NA,2,4,5,NA,12,6,NA,3,186,31,32,2,1,3,6,272,845
"12",2016,"Hartford","America East",1,"25","Walker, Billy","Sr","C","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,845
"13",2016,"Hartford","America East",1,"16","Roberti, Joe","Sr","C","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,845
"14",2016,"Hartford","America East",1,"13","LaRossa, John","Jr","OF","24",24,1,6.16,30.2,31,30,21,26,24,NA,"165","122",4,1,NA,4,7,8,NA,10,1,6,3,242,32,34,2,3,2,6,272,845
"15",2016,"Hartford","America East",1,"34","Ferguson, Collin","So","P","22",22,NA,3.9,27.2,27,17,12,12,29,NA,"127","105",12,NA,NA,NA,7,8,NA,15,7,1,1,196,16,33,2,3,8,11,272,845
"16",2016,"Hartford","America East",1,"37","Devito, Billy","Fr","P","18",18,1,3.86,23.1,21,12,10,14,15,NA,"104","86",5,NA,1,3,7,2,NA,13,6,1,1,192,31,20,2,NA,NA,5,272,845
"17",2016,"Hartford","America East",1,"36","Mormile, John","Fr","P","17",17,4,3.86,35,39,18,15,13,27,NA,"160","137",5,NA,1,3,4,3,NA,9,4,4,3,260,39,37,4,1,NA,9,272,845
"18",2016,"Hartford","America East",1,"18","McKay, Sam","Sr","P","16",16,6,3.77,45.1,54,21,19,10,24,NA,"196","175",12,2,1,2,2,7,NA,2,1,2,2,212,56,42,4,2,1,7,272,845
"19",2016,"Hartford","America East",1,"17","Pinkerton, Seth","Fr","P","14",14,NA,5.74,15.2,16,11,10,10,14,NA,"76","60",1,NA,1,1,3,5,NA,NA,NA,NA,1,94,25,4,1,NA,NA,5,272,845
"20",2016,"Hartford","America East",1,"23","Murphy, Brian","Sr","P","14",14,13,3.48,75,70,29,29,31,49,NA,"328","288",11,NA,NA,2,10,6,NA,NA,NA,2,1,348,75,91,7,2,1,19,272,845
"21",2016,"Hartford","America East",1,"4","Belliveau, Cam","So","INF","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,845
"22",2016,"Hartford","America East",1,"35","Gauthier, Kyle","Sr","P","12",12,11,2.76,75,63,25,23,16,48,NA,"298","270",9,NA,2,2,4,6,1,NA,NA,4,2,375,101,62,5,2,NA,18,272,845
"23",2016,"Hartford","America East",1,"29","Cashman, Justin","Fr","P","12",12,10,4.95,36.1,44,21,20,15,21,NA,"170","146",7,NA,1,3,5,7,NA,NA,NA,NA,2,477,49,32,2,1,NA,8,272,845
"24",2016,"Hartford","America East",1,"28","Mellin, Jacob","Sr","P","11",9,NA,7.45,9.2,14,8,8,4,11,NA,"49","43",2,NA,NA,1,1,2,NA,6,2,NA,NA,52,4,13,2,NA,NA,5,272,845
"25",2016,"Hartford","America East",1,"30","Robarge, Justin","Sr","P","11",11,NA,11.57,14,22,20,18,10,6,NA,"77","60",5,NA,NA,3,2,4,NA,7,1,2,1,141,15,19,1,NA,NA,2,272,845
"26",2016,"Hartford","America East",1,"24","Drouin, David","Jr","P","9",9,6,3.06,35.1,27,12,12,16,23,NA,"144","122",4,NA,NA,NA,6,5,NA,1,NA,1,NA,173,38,34,3,2,NA,10,272,845
"27",2016,"Hartford","America East",1,"33","Tise, Kevin","So","P","6",6,2,5.4,11.2,14,8,7,9,5,NA,"59","45",6,NA,NA,2,2,1,NA,2,2,2,2,84,10,19,NA,NA,NA,2,272,845
"28",2016,"Hartford","America East",1,"39","Stepniak, Brian","Jr","P","6",6,1,8.22,7.2,10,9,7,2,5,NA,"37","30",2,NA,NA,1,1,3,NA,2,2,2,NA,41,10,6,NA,1,NA,2,272,845
"29",2016,"Hartford","America East",1,"32","Manning, Hayden","Fr","P","3",3,NA,27,1,2,3,3,2,NA,NA,"8","6",NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,272,845
"30",2016,"Hartford","America East",1,"5","Shashaty, Joe","So","INF","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,845
"31",2016,"Hartford","America East",1,"15","Carollo, Dan","Fr","C","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,845
"32",2016,"Hartford","America East",1,"-","Totals","-","-","-",NA,NA,4.33,471.1,479,262,227,203,317,5,"2,123","1,799",87,3,8,30,65,72,1,NA,NA,27,22,NA,533,480,NA,NA,NA,115,272,845
"33",2016,"Hartford","America East",1,"-","Opponent Totals","-","-","-",NA,NA,5.98,468,559,379,311,235,319,2,"2,197","1,853",103,22,8,33,66,41,8,NA,NA,38,29,NA,507,491,NA,NA,NA,118,272,845
"1",2016,"Maine","America East",1,"14","Pena, Jeremy","Fr","INF","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,845
"2",2016,"Maine","America East",1,"33","Stypulkowski, Kevin","Sr","C","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,845
"3",2016,"Maine","America East",1,"7","Casals, Danny","Fr","INF","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,845
"4",2016,"Maine","America East",1,"6","Schwanz, Tyler","Jr","OF","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,845
"5",2016,"Maine","America East",1,"22","Geary, Brenden","Jr","1B","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,845
"6",2016,"Maine","America East",1,"26","Ridley, Colin","Fr","OF","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,845
"7",2016,"Maine","America East",1,"1","Chappell, Brett","Sr","INF","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,845
"8",2016,"Maine","America East",1,"28","Kerbs, Caleb","So","INF","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,845
"9",2016,"Maine","America East",1,"99","Salcedo, Jonathan","Sr","C","29",1,NA,0,1,0,NA,NA,1,1,NA,"4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,380,845
"10",2016,"Maine","America East",1,"2","Della Fera, Lucien","Jr","OF","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,845
"11",2016,"Maine","America East",1,"30","Johnson, Connor","So","P","21",21,NA,4.1,37.1,32,19,17,19,39,NA,"165","134",4,NA,NA,3,2,4,1,19,12,5,3,184,37,32,4,4,NA,7,380,845
"12",2016,"Maine","America East",1,"16","Silva, Nick","Fr","P","21",21,2,5.89,47.1,52,37,31,18,52,NA,"220","190",15,NA,NA,2,5,6,NA,4,1,2,4,292,40,49,3,4,4,19,380,845
"13",2016,"Maine","America East",1,"13","Osborne, Jake","Jr","OF","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,845
"14",2016,"Maine","America East",1,"19","Coughlin, Patrick","Jr","C","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,845
"15",2016,"Maine","America East",1,"17","Cabrera, Alex","So","INF","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,845
"16",2016,"Maine","America East",1,"25","Fullmer, Logan","Sr","P","17",17,9,2.55,70.2,62,22,20,17,70,NA,"287","255",9,2,1,NA,2,2,1,NA,NA,6,7,290,68,65,4,2,3,17,380,845
"17",2016,"Maine","America East",1,"29","Emerson, Eddie","Fr","P","16",16,5,4.76,34,27,24,18,21,36,NA,"151","127",4,NA,1,NA,3,1,1,2,1,1,1,18,24,39,2,2,NA,12,380,845
"18",2016,"Maine","America East",1,"38","Butler, Charlie","Jr","P","16",16,NA,6.45,22.1,28,19,16,9,15,NA,"108","90",6,1,NA,2,5,4,2,3,2,3,2,69,31,16,1,3,NA,5,380,845
"19",2016,"Maine","America East",1,"27","Arel, John","So","P","15",15,11,3.94,75.1,76,39,33,20,77,NA,"332","295",12,NA,NA,6,3,8,2,2,2,7,2,336,70,71,2,9,NA,26,380,845
